Dataset,Model,Balancing Technique,Next Step Acc,Next Step Pre,Next Step Rec,Next Step F1,Next Resource Acc,Next Resource Pre,Next Resource Rec,Next Resource F1,Last Resource Acc,Last Resource Pre,Last Resource Rec,Last Resource F1,Outcome Acc,Outcome Pre,Outcome Rec,Outcome F1,Next relative Timestamp,Duration to Outcome,Activity Suffix,Resource Suffix
BPIC12,Tax_Spezialized,None,0.0476190485060215,0.045454545454545456,0.0021645021645021645,0.004132231404958677,,,,,,,,,0.4523809552192688,0.5,0.2261904761904762,0.3114754098360656,1.2130613327026367,4.946905136108398,,
BPIC12,MiDA,None,0.1666666716337204,0.045454545454545456,0.007575757575757576,0.012987012987012986,0.380952388048172,0.16666666666666666,0.06349206349206349,0.09195402298850575,0.0,0.0,0.0,0.0,0.5476190447807312,0.3333333333333333,0.19658119658119655,0.24731182795698925,[2.948951482772827],[3.8976757526397705],,
